原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　　日高沉默地点了点头。  positive_prob: 0.480144  confidence: 0.602883  negative_prob: 0.519856  sentiment: 1.000000  
 原文: 　　我在理惠的陪伴下，走出了日高家。  positive_prob: 0.603204  confidence: 0.118232  negative_prob: 0.396796  sentiment: 2.000000  
 原文: 　　“招待不周，真是不好意思。”理惠合起双掌、眨着眼抱歉地说道。由于身材娇小纤细，这样的动作让她散发出少女般的气息，一点也感觉不出她已年过三十。  positive_prob: 0.868380  confidence: 0.707510  negative_prob: 0.131620  sentiment: 2.000000  
 原文: 　　“后天我会去送你们。”  positive_prob: 0.443771  confidence: 0.013841  negative_prob: 0.556229  sentiment: 0.000000  
 原文: 　　“您不是很忙吗？”  positive_prob: 0.140197  confidence: 0.688452  negative_prob: 0.859804  sentiment: 0.000000  
 原文: 　　“没关系，拜拜。”  positive_prob: 0.430591  confidence: 0.043132  negative_prob: 0.569409  sentiment: 0.000000  
 原文: 　　“再见。”她说道，一直看着我转入下一个街角。  positive_prob: 0.410256  confidence: 0.088320  negative_prob: 0.589744  sentiment: 0.000000  
 原文: 　　“再见。”她说道，一直看着我转入下一个街角。  positive_prob: 0.410256  confidence: 0.088320  negative_prob: 0.589744  sentiment: 0.000000  
 原文: 　　“再见。”她说道，一直看着我转入下一个街角。  positive_prob: 0.410256  confidence: 0.088320  negative_prob: 0.589744  sentiment: 0.000000  
 原文: 　　“再见。”她说道，一直看着我转入下一个街角。  positive_prob: 0.410256  confidence: 0.088320  negative_prob: 0.589744  sentiment: 0.000000  
 原文: 　　二  positive_prob: 0.513995  confidence: 0.720110  negative_prob: 0.486005  sentiment: 1.000000  
 原文: 　　二  positive_prob: 0.513995  confidence: 0.720110  negative_prob: 0.486005  sentiment: 1.000000  
 原文: 　　二  positive_prob: 0.513995  confidence: 0.720110  negative_prob: 0.486005  sentiment: 1.000000  
 原文: 　　我回到自己的房间，才刚做完一点事，门铃就响了。我的住所和日高家相比天差地远，只不过是五层楼建筑里的一个小单位，工作室兼寝室约占了三坪，剩下的八坪空间既是客厅也是饭厅，还包含了厨房，而且我也没有像理惠这样的美眷，所以一旦门铃响了，我只好自己去应门。  positive_prob: 0.651550  confidence: 0.225668  negative_prob: 0.348449  sentiment: 2.000000  
 原文: 　　从门眼里确认来访对象后，我将门锁一扳，打开了门，是童子社的大岛。  positive_prob: 0.280055  confidence: 0.377656  negative_prob: 0.719945  sentiment: 0.000000  
 原文: 　　“你还是一样，非常准时呢。”我说。  positive_prob: 0.867050  confidence: 0.704555  negative_prob: 0.132950  sentiment: 2.000000  
 原文: 　　“这可是我唯一的优点，我带了这个来。”他拿出了一个四方包裹，上面印有知名日式糕饼店的店名，他知道我是个嗜吃甜食的人。  positive_prob: 0.772891  confidence: 0.495312  negative_prob: 0.227109  sentiment: 2.000000  
 原文: 　　“不好意思还让你特地跑一趟。”  positive_prob: 0.380069  confidence: 0.155401  negative_prob: 0.619931  sentiment: 0.000000  
 原文: 　　“哪里，反正我回家顺路。”  positive_prob: 0.269465  confidence: 0.401190  negative_prob: 0.730535  sentiment: 0.000000  
 原文: 　　我将大岛请进狭窄的客厅，泡了茶，接着走回工作室，将摆在书桌上的原稿拿了过来：“哪，这个，写得好不好就不知道了。”  positive_prob: 0.452417  confidence: 0.048346  negative_prob: 0.547583  sentiment: 1.000000  
 原文: 　　“我来拜读一下。”他将茶杯放下，伸手接过稿子，开始读了起来，而我则翻开报纸。一如往常，让人当面阅读自己的作品，总教我不太自在。  positive_prob: 0.630503  confidence: 0.178895  negative_prob: 0.369497  sentiment: 2.000000  
 原文: 　　大概是大岛快读完一半的时候吧，餐桌上的无线电话机突然响了。我说了声“失陪一下”，离开了座位。  positive_prob: 0.168381  confidence: 0.625820  negative_prob: 0.831619  sentiment: 0.000000  
 原文: 　　“你好，我是野野口。”  positive_prob: 0.242711  confidence: 0.460642  negative_prob: 0.757289  sentiment: 0.000000  
 原文: 　　“喂，是我。”是日高的声音，听来有点沉重。  positive_prob: 0.415670  confidence: 0.076290  negative_prob: 0.584330  sentiment: 0.000000  
 原文: 　　“啊，发生了什么事？”我心里还挂念着藤尾美弥子的事，不过日高并未正面回答，他停了一下，问道：“你现在忙吗？”  positive_prob: 0.141059  confidence: 0.686535  negative_prob: 0.858941  sentiment: 0.000000  
 原文: 　　“谈不上忙，可是有客人在这里。”  positive_prob: 0.182283  confidence: 0.594926  negative_prob: 0.817717  sentiment: 0.000000  
 原文: 　　“这样啊，几点会结束？”  positive_prob: 0.282167  confidence: 0.372963  negative_prob: 0.717833  sentiment: 0.000000  
 原文: 　　我看了一下墙上的时钟，刚过六点不久。  positive_prob: 0.214206  confidence: 0.523986  negative_prob: 0.785794  sentiment: 0.000000  
 原文: 　　“还要一点时间，到底怎么了？”  positive_prob: 0.171422  confidence: 0.619062  negative_prob: 0.828578  sentiment: 0.000000  
 原文: 　　“唔，电话里讲不清楚，我有事想找你商量，你可不可以来我这里一下？”  positive_prob: 0.153327  confidence: 0.659273  negative_prob: 0.846673  sentiment: 0.000000  
 原文: 　　“是可以啦。”我差点忘了大岛就在一旁，几乎要脱口问他是不是有关藤尾美弥子的事。  positive_prob: 0.445195  confidence: 0.010678  negative_prob: 0.554805  sentiment: 0.000000  
 原文: 　　“八点怎么样？”他说。  positive_prob: 0.376994  confidence: 0.162234  negative_prob: 0.623005  sentiment: 0.000000  
 原文: 　　“好。”  positive_prob: 0.641915  confidence: 0.204255  negative_prob: 0.358085  sentiment: 2.000000  
 原文: 　　“那我等你。”他说完就把电话挂了。  positive_prob: 0.209810  confidence: 0.533755  negative_prob: 0.790190  sentiment: 0.000000  
 原文: 　　等我一把听筒放好，大岛就赶忙从沙发站起，说道：“如果你还有事的话，那我就……”  positive_prob: 0.298325  confidence: 0.337056  negative_prob: 0.701675  sentiment: 0.000000  
 原文: 　　“不，没关系、没关系。”我以手势示意他坐回去，“我和人约了八点，还有时间，你就慢慢读好了。”  positive_prob: 0.450119  confidence: 0.002387  negative_prob: 0.549881  sentiment: 1.000000  
 原文: 　　“这样啊，那我就不客气了。”他拿起原稿继续读了起来。  positive_prob: 0.329041  confidence: 0.268798  negative_prob: 0.670959  sentiment: 0.000000  
 原文: 　　我也再度摊开报纸盯着上头的文字，不过脑海里却不停地想着日高要说的是哪件事。  positive_prob: 0.370037  confidence: 0.177695  negative_prob: 0.629963  sentiment: 0.000000  
 原文: 　　我猜八成跟藤尾美弥子有关，除此以外，我实在想不出来还会有什么事。  positive_prob: 0.462490  confidence: 0.249799  negative_prob: 0.537510  sentiment: 1.000000  
 原文: 　　日高写了一本叫《禁猎地》的小说，内容描写某位版画家的一生。表面上虽称之为小说，实际上作品中的主角却是真有其人，是一名叫做藤尾正哉的男子。  positive_prob: 0.183705  confidence: 0.591767  negative_prob: 0.816295  sentiment: 0.000000  
 原文: 　　藤尾正哉和我以及日高读的是同一所国中。或许是因为这段渊源吧，让日高兴起想把藤尾的故事写成小说的念头。只是这本小说里有几点亟待商榷的地方，说白一点，这部作品里连藤尾正哉之前做过的一些不太光采的事情也如实描写。特别是他学生时代的各种奇怪行径，日高几乎是原版重现。就我看来，除了书中的人物名字不同之外，书里的内容根本不像是虚拟的小说，就连主角后来被妓女刺死也与现实事件完全吻合。  positive_prob: 0.390756  confidence: 0.131653  negative_prob: 0.609244  sentiment: 0.000000  
 原文: 　　这本书荣登畅销书排行榜，对于认识藤尾正哉的人而言，要猜出小说主角的原型是谁实在是太容易了，终于，藤尾的家人也看到了这本书。  positive_prob: 0.690883  confidence: 0.313074  negative_prob: 0.309117  sentiment: 2.000000  
 原文: 　　藤尾的父亲早巳去世，出来抗议的是他的母亲和妹妹。她们说：明显地，小说主角是以藤尾正哉为原型，可是她们可不记得曾允许谁去写这样的小说。其次，因为这本书暴露了藤尾正哉的隐私，使他的名誉受到不当的毁损，她们要求将作品全部回收，全面改写……  positive_prob: 0.447376  confidence: 0.005832  negative_prob: 0.552624  sentiment: 0.000000  
 原文: 　　日高也说过了，对方并未要求赔偿金之类的实际补偿。不知她们真的只是要作品改写，还是有其他更深的企图，至今仍无法断定。  positive_prob: 0.174024  confidence: 0.613280  negative_prob: 0.825976  sentiment: 0.000000  
 原文: 　　从他刚刚讲电话的声音听来，恐怕和藤尾美弥子的交涉不太顺利吧？可是，把我叫过去又是怎么一回事？如果他们真的谈判破裂，那我又能帮上什么忙呢？  positive_prob: 0.098102  confidence: 0.781996  negative_prob: 0.901898  sentiment: 0.000000  
 原文: 　　就在我左思右想之际，对面的大岛好像把稿子读完了，而我也把视线从报纸栘开。  positive_prob: 0.540646  confidence: 0.187080  negative_prob: 0.459354  sentiment: 1.000000  
 原文: 　　“写得不错嘛，”大岛说，“蛮温暖的，透着一股怀旧气氛，我觉得挺好的。”  positive_prob: 0.800012  confidence: 0.555582  negative_prob: 0.199988  sentiment: 2.000000  
 原文: 　　“是吗？听你这么说，我就安心多了。”我是真的松了口气，赶紧喝了口茶。大岛这个年轻人虽然和气，却不会随便讲一些谄媚逢迎的话。  positive_prob: 0.409203  confidence: 0.090660  negative_prob: 0.590797  sentiment: 0.000000  
 原文: 　　若是平时，我们接下来会讨论往后的计划，不过待会儿和日高有约……我看了一下时钟，已经六点半了。  positive_prob: 0.647611  confidence: 0.216914  negative_prob: 0.352389  sentiment: 2.000000  
 原文: 　　“你来得及吗？”大岛机灵地问。  positive_prob: 0.388696  confidence: 0.136231  negative_prob: 0.611304  sentiment: 0.000000  
 原文: 　　“嗯，还来得及。怎样？这附近有一间餐馆，我们去那儿边吃边讨论好了，这样也算帮了我一个大忙。”  positive_prob: 0.450697  confidence: 0.013938  negative_prob: 0.549303  sentiment: 1.000000  
 原文: 　　“好啊，反正我也要吃晚饭。”他将原稿放到皮包里。如果我没记错，他应该快三十了吧，却还是单身。  positive_prob: 0.468515  confidence: 0.370300  negative_prob: 0.531485  sentiment: 1.000000  
 原文: 　　距离我家大概二、三分钟的路程就有一家餐馆，我们一边吃着烧烤料理，一边商量公事。虽说是商量公事，其实我们聊的都是杂事。在这当中，我不小心透露接下来跟我约的人正是作家日高邦彦，大岛一听显得有些惊讶。  positive_prob: 0.879748  confidence: 0.732773  negative_prob: 0.120252  sentiment: 2.000000  
 原文: 　　“你认识那位先生啊？”  positive_prob: 0.373717  confidence: 0.169517  negative_prob: 0.626283  sentiment: 0.000000  
 原文: 　　“嗯，我们国中、国小读的都是同一所学校，住得也很近，从这边走过去就到了，只是我们的旧家都已经拆了，目前正在盖公寓。”  positive_prob: 0.546749  confidence: 0.065016  negative_prob: 0.453251  sentiment: 1.000000  
 原文: 　　“就是所谓的童年旧识对吧？”  positive_prob: 0.169997  confidence: 0.622230  negative_prob: 0.830003  sentiment: 0.000000  
 原文: 　　“大概吧，现在我们也还有来往。”  positive_prob: 0.486933  confidence: 0.738657  negative_prob: 0.513067  sentiment: 1.000000  
 原文: 　　“啊，”大岛的眼睛露出羡慕和憧憬的神色，“我竟然不知道。”  positive_prob: 0.481359  confidence: 0.627189  negative_prob: 0.518641  sentiment: 1.000000  
 原文: 　　“我会帮你们公司写稿，也是透过他介绍的。”  positive_prob: 0.635679  confidence: 0.190398  negative_prob: 0.364321  sentiment: 2.000000  
 原文: 　　“咦？是这样吗？”  positive_prob: 0.302156  confidence: 0.328543  negative_prob: 0.697844  sentiment: 0.000000  
 原文: 　　“一开始是你们公司的总编向日高邀稿，不过因为他不写儿童文学，所以就拒绝了，反倒把我介绍给你们，也就是说，他算是提拔我的贵人。”我一边用叉子将烧烤通心粉送进嘴里，一边说道。  positive_prob: 0.329358  confidence: 0.268093  negative_prob: 0.670642  sentiment: 0.000000  
